,e1leftcar,e1leftwaiting,e1leftvalue,e1rightcar,e1rightwaiting,e1rightvalue,e2leftcar,e2leftwaiting,e2leftvalue,e2rightcar,e2rightwaiting,e2rightvalue,e3leftcar,e3leftwaiting,e3leftvalue,e3rightcar,e3rightwaiting,e3rightvalue,e4leftcar,e4leftwaiting,e4leftvalue,e4rightcar,e4rightwaiting,e4rightvalue,1_time,2_time,3_time,4_time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,8,48,0,0,0,0,4,15,0,1,13,0,1,11,0,0,0,0,4,20,0,32,55,26,39
2,0,0,0,13,77,0,2,20,0,4,44,0,2,42,0,0,0,0,3,23,0,0,0,0,32,55,26,39
3,1,26,0,16,119,1,2,62,0,5,86,0,0,0,0,2,34,0,0,0,0,5,30,0,32,55,26,39
4,2,59,0,0,0,0,4,95,0,0,0,0,1,2,0,5,67,0,2,24,0,9,63,0,32,55,26,39
5,0,0,0,12,101,1,0,0,0,0,0,0,2,60,0,9,125,1,5,82,0,14,121,1,32,55,26,39
6,0,0,0,16,130,1,1,14,0,0,0,0,3,89,0,0,0,0,7,111,1,0,0,0,32,55,26,39
7,1,26,0,20,172,1,3,56,0,2,16,0,0,0,0,7,36,0,0,0,0,6,60,0,32,55,26,39
8,1,59,0,0,0,0,4,89,0,0,0,0,1,12,0,13,69,0,0,0,0,7,93,0,32,55,26,39
9,0,0,0,10,114,1,0,0,0,3,40,0,3,70,0,19,127,1,3,53,0,12,151,1,32,55,26,39
10,1,5,0,13,143,1,0,0,0,4,69,0,5,99,0,0,17,0,3,82,0,0,0,0,32,55,26,39
11,4,47,0,17,185,1,3,28,0,8,111,1,0,0,0,15,128,1,0,0,0,12,48,0,32,55,26,39
12,5,80,0,0,0,0,5,61,0,0,0,0,0,0,0,20,161,1,0,0,0,15,81,0,32,55,26,39
13,0,0,0,10,96,0,0,0,0,2,15,0,0,0,0,26,219,1,3,46,0,20,139,1,32,55,26,39
14,2,12,0,11,125,1,0,0,0,4,44,0,1,26,0,1,38,0,4,75,0,1,61,0,32,55,26,39
15,7,53,0,13,167,1,1,14,0,8,86,0,1,9,0,17,189,1,0,0,0,13,143,1,32,55,26,39
16,8,86,0,0,0,0,5,47,0,0,0,0,1,42,0,22,222,1,1,5,0,14,176,1,32,55,26,39
17,0,0,0,5,41,0,0,0,0,6,29,0,2,100,0,28,280,1,2,63,0,20,234,1,32,55,26,39
18,0,0,0,8,70,0,0,0,0,11,58,0,0,0,0,12,221,1,2,92,0,3,51,0,32,55,26,39
19,1,15,0,12,112,1,1,28,0,14,100,0,1,5,0,14,270,1,0,0,0,12,193,1,32,55,26,39
20,1,48,0,0,0,0,4,61,0,0,0,0,2,38,0,35,303,1,2,14,0,19,226,1,32,55,26,39
21,0,0,0,3,45,0,0,0,0,8,42,0,4,96,0,41,361,1,4,72,0,25,284,1,32,55,26,39
22,0,0,0,6,74,0,0,0,0,9,71,0,0,115,1,26,201,1,4,101,1,11,116,1,32,55,26,39
23,1,33,0,12,116,1,3,9,0,9,113,1,0,0,0,17,314,1,0,0,0,15,192,1,32,55,26,39
24,2,66,0,0,0,0,4,42,0,0,0,0,2,12,0,38,347,1,4,19,0,27,225,1,32,55,26,39
25,0,0,0,5,33,0,0,0,0,5,34,0,2,70,0,43,405,1,7,77,0,33,283,1,32,55,26,39
26,0,0,0,5,62,0,0,0,0,7,63,0,1,94,0,35,381,1,0,0,0,20,188,1,32,55,26,39
27,1,0,0,8,104,1,3,39,0,11,105,1,0,0,0,12,385,1,1,0,0,15,260,1,32,55,26,39
28,1,33,0,0,0,0,5,72,0,0,0,0,0,0,0,31,418,1,5,32,0,32,293,1,32,55,26,39
29,0,0,0,2,14,0,0,0,0,2,29,0,0,0,0,42,463,1,7,77,0,33,338,1,24,20,27,50
30,1,5,0,6,67,0,2,15,0,6,82,0,0,0,0,0,178,1,0,0,0,5,289,1,24,20,27,50
31,2,30,0,6,92,0,3,40,0,8,107,1,0,0,0,11,437,1,0,0,0,2,250,1,24,20,27,50
32,4,53,0,8,115,1,4,63,0,10,130,1,1,13,0,22,460,1,1,9,0,13,271,1,24,20,27,50
33,4,83,0,0,0,0,5,93,0,0,0,0,3,43,0,38,490,1,0,10,0,28,301,1,24,20,27,50
34,0,0,0,2,20,0,0,0,0,2,35,0,7,96,0,47,542,1,5,58,0,40,354,1,24,20,27,50
35,2,5,0,4,45,0,2,11,0,5,60,0,1,114,1,39,489,1,7,83,0,27,257,1,24,20,27,50
36,3,28,0,7,68,0,3,34,0,6,83,0,0,80,0,19,473,1,0,0,0,10,347,1,24,20,27,50
37,4,58,0,8,98,0,3,64,0,11,113,1,0,0,0,13,514,1,0,2,0,20,377,1,24,20,27,50
38,0,0,0,1,7,0,0,0,0,2,7,0,2,22,0,41,567,1,5,46,0,35,430,1,24,20,27,50
39,0,0,0,2,32,0,0,0,0,4,32,0,2,47,0,44,592,1,5,71,0,36,455,1,24,20,27,50
40,0,0,0,5,55,0,0,0,0,7,55,0,2,70,0,39,589,1,7,94,0,33,381,1,24,20,27,50
41,1,16,0,5,85,0,1,24,0,9,85,0,0,0,0,1,187,1,0,0,0,1,372,1,24,20,27,50
42,3,69,0,0,0,0,1,77,0,0,0,0,1,0,0,29,602,1,10,132,1,32,421,1,24,20,27,50
43,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,40,627,1,11,157,1,37,446,1,24,20,27,50
44,0,0,0,0,0,0,0,0,0,0,0,0,9,48,0,43,650,1,13,180,1,39,469,1,24,20,27,50
45,0,0,0,3,23,0,1,1,0,0,0,0,12,78,0,43,665,1,13,210,1,41,499,1,24,20,27,50
46,3,47,0,8,76,0,2,54,0,1,7,0,0,0,0,12,567,1,0,0,0,15,402,1,24,20,27,50
47,3,72,0,0,19,0,2,79,0,0,0,0,0,0,0,27,592,1,1,0,0,32,427,1,24,20,27,50
48,6,95,0,0,0,0,3,102,1,0,0,0,0,0,0,41,615,1,2,23,0,39,450,1,24,20,27,50
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,645,1,4,53,0,42,480,1,24,20,27,50
50,0,0,0,1,27,0,2,10,0,3,37,0,0,0,0,0,297,1,0,29,0,0,206,1,24,20,27,50
51,0,0,0,3,52,0,3,35,0,5,62,0,0,0,0,11,451,1,0,0,0,4,393,1,24,20,27,50
52,0,0,0,4,75,0,3,58,0,8,85,0,0,0,0,19,474,1,0,0,0,15,415,1,24,20,27,50
53,2,21,0,0,0,0,6,88,0,0,0,0,2,11,0,37,504,1,1,22,0,34,445,1,24,20,27,50
54,0,0,0,1,2,0,0,0,0,2,22,0,4,64,0,42,557,1,1,75,0,46,498,1,24,20,27,50
55,1,1,0,2,27,0,0,0,0,2,47,0,4,89,0,28,517,1,1,93,0,35,516,1,24,20,27,50
56,2,24,0,4,50,0,0,0,0,3,70,0,0,0,0,5,398,1,0,0,0,9,318,1,24,20,27,50
57,2,54,0,7,80,0,5,27,0,5,100,0,0,0,0,14,541,1,0,0,0,15,537,1,24,20,27,50
58,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,39,594,1,0,0,0,42,590,1,24,20,27,50
59,0,0,0,1,16,0,0,0,0,0,0,0,6,56,0,42,619,1,0,0,0,41,615,1,24,20,27,50
60,0,0,0,4,39,0,0,0,0,0,0,0,6,79,0,38,512,1,0,0,0,38,565,1,24,20,27,50
61,2,18,0,8,69,0,0,0,0,6,24,0,0,67,0,4,416,1,0,0,0,0,178,1,24,20,27,50
62,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,29,465,1,0,0,0,21,423,1,24,20,27,50
63,0,0,0,0,0,0,0,0,0,1,17,0,4,20,0,41,490,1,1,8,0,35,448,1,24,20,27,50
64,0,0,0,0,0,0,0,0,0,6,40,0,4,43,0,42,513,1,1,31,0,43,471,1,24,20,27,50
65,0,0,0,3,5,0,0,0,0,7,70,0,4,73,0,41,543,1,1,61,0,43,414,1,24,20,27,50
66,1,1,0,7,47,0,0,0,0,9,112,1,0,0,0,7,481,1,0,0,0,6,390,1,29,37,47,32
67,3,36,0,0,0,0,4,31,0,4,61,0,0,0,0,29,516,1,0,0,0,26,425,1,29,37,47,32
68,3,53,0,0,0,0,4,42,0,0,0,0,5,29,0,41,546,1,2,14,0,43,455,1,29,37,47,32
69,0,0,0,1,5,0,0,0,0,4,36,0,5,69,0,42,586,1,4,54,0,46,495,1,29,37,47,32
70,1,5,0,4,55,0,2,23,0,9,86,0,0,0,0,1,308,1,0,0,0,8,401,1,29,37,47,32
71,2,40,0,6,90,0,5,58,0,14,121,1,6,119,1,23,399,1,0,0,0,17,491,1,29,37,47,32
72,3,70,0,0,0,0,5,88,0,0,0,0,7,149,1,40,429,1,0,0,0,35,521,1,29,37,47,32
73,0,0,0,1,2,0,0,0,0,6,35,0,13,189,1,46,469,1,1,19,0,41,561,1,29,37,47,32
74,1,1,0,5,52,0,0,0,0,11,85,0,1,224,1,22,407,1,1,69,0,1,295,1,29,37,47,32
75,2,36,0,10,87,0,1,8,0,14,120,1,0,0,0,19,434,1,0,0,0,14,535,1,29,37,47,32
76,3,66,0,0,0,0,1,38,0,0,1,0,4,65,0,42,464,1,2,8,0,33,564,1,29,37,47,32
77,0,0,0,2,15,0,0,0,0,8,50,0,4,105,1,42,504,1,3,48,0,45,604,1,29,37,47,32
78,1,9,0,6,65,0,0,0,0,14,100,0,4,155,1,24,420,1,1,93,0,28,517,1,29,37,47,32
79,2,44,0,9,100,0,1,8,0,17,135,1,0,0,0,9,504,1,0,0,0,8,463,1,29,37,47,32
80,2,74,0,1,23,0,1,38,0,8,84,0,0,0,0,26,534,1,0,0,0,28,493,1,29,37,47,32
81,0,0,0,0,0,0,0,0,0,3,77,0,1,0,0,44,574,1,0,0,0,43,533,1,29,37,47,32
82,0,0,0,3,17,0,1,3,0,13,127,1,0,0,0,35,562,1,0,0,0,35,577,1,29,37,47,32
83,2,9,0,6,52,0,2,38,0,15,162,1,0,0,0,5,469,1,0,0,0,8,546,1,29,37,47,32
84,2,39,0,12,79,0,3,68,0,15,186,1,0,0,0,23,499,1,0,0,0,28,576,1,29,37,47,32
85,0,0,0,0,0,0,0,0,0,2,81,0,4,22,0,40,539,1,1,35,0,46,616,1,29,37,47,32
86,0,0,0,7,41,0,0,0,0,10,131,1,8,72,0,44,589,1,3,85,0,47,666,1,29,37,47,32
87,0,0,0,7,76,0,0,0,0,10,166,1,0,65,0,9,464,1,0,0,0,29,633,1,29,37,47,32
88,3,20,0,8,106,1,1,24,0,12,196,1,0,0,0,15,589,1,0,0,0,12,676,1,29,37,47,32
89,6,60,0,0,0,0,2,64,0,0,0,0,2,21,0,42,629,1,0,0,0,37,716,1,29,37,47,32
90,0,0,0,3,27,0,0,0,0,8,58,0,5,71,0,45,679,1,3,32,0,42,766,1,29,37,47,32
91,1,14,0,4,62,0,1,11,0,9,93,0,1,53,0,20,578,1,3,67,0,0,0,0,29,37,47,32
92,2,44,0,5,92,0,2,41,0,10,123,1,1,1,0,13,693,1,1,8,0,11,667,1,29,37,47,32
93,5,84,0,0,0,0,3,81,0,0,0,0,6,36,0,43,732,1,2,14,0,30,707,1,29,37,47,32
94,0,0,0,3,32,0,0,0,0,9,31,0,6,86,0,44,782,1,9,64,0,42,757,1,29,37,47,32
95,1,7,0,4,67,0,0,0,0,10,66,0,6,121,1,28,800,1,6,94,0,30,579,1,29,37,47,32
96,2,37,0,6,97,0,0,0,0,16,96,0,0,0,0,2,642,1,0,0,0,6,593,1,29,37,47,32
97,2,81,0,0,0,0,0,0,0,4,46,0,5,143,1,29,686,1,0,0,0,32,637,1,25,45,30,34
98,0,0,0,0,0,0,0,0,0,7,67,0,6,176,1,43,719,1,1,4,0,42,670,1,25,45,30,34
99,0,0,0,4,18,0,0,0,0,18,104,1,7,213,1,45,756,1,1,41,0,42,707,1,25,45,30,34
100,3,11,0,6,44,0,1,7,0,21,130,1,3,239,1,5,564,1,1,67,0,0,0,0,25,45,30,34
101,5,59,0,13,92,0,3,55,0,27,178,1,3,22,0,34,595,1,0,0,0,19,685,1,25,45,30,34
102,5,92,0,0,0,0,5,88,0,0,69,0,5,55,0,47,628,1,1,11,0,39,718,1,25,45,30,34
103,0,0,0,4,23,0,0,0,0,16,142,1,5,92,0,47,665,1,3,48,0,42,755,1,25,45,30,34
104,0,0,0,6,49,0,0,0,0,20,168,1,5,118,1,46,691,1,3,74,0,41,781,1,25,45,30,34
105,2,25,0,11,97,0,2,25,0,28,216,1,2,123,1,15,585,1,0,0,0,11,585,1,25,45,30,34
106,3,58,0,2,46,0,2,58,0,23,216,1,1,130,1,24,618,1,3,23,0,33,618,1,25,45,30,34
107,0,0,0,1,3,0,0,0,0,4,179,1,7,167,1,44,655,1,9,60,0,39,655,1,25,45,30,34
108,0,0,0,3,29,0,2,13,0,22,205,1,11,193,1,43,681,1,11,86,0,44,681,1,25,45,30,34
109,0,0,0,7,77,0,8,61,0,33,253,1,5,241,1,3,318,1,15,134,1,29,457,1,25,45,30,34
110,0,0,0,10,110,1,8,94,0,37,286,1,0,0,0,16,585,1,11,158,1,16,678,1,25,45,30,34
111,4,31,0,0,0,0,0,92,0,9,211,1,0,0,0,35,622,1,15,195,1,40,715,1,25,45,30,34
112,0,0,0,0,0,0,0,0,0,8,244,1,4,22,0,42,648,1,15,221,1,42,741,1,25,45,30,34
113,0,0,0,2,26,0,1,12,0,38,291,1,4,70,0,31,666,1,15,269,1,35,581,1,25,45,30,34
114,3,20,0,5,59,0,2,45,0,43,324,1,0,0,0,15,672,1,0,0,0,8,591,1,25,45,30,34
115,5,57,0,0,0,0,4,82,0,37,321,1,4,25,0,33,709,1,0,0,0,30,628,1,25,45,30,34
116,5,83,0,0,0,0,2,92,0,1,112,1,8,51,0,40,735,1,2,21,0,44,654,1,25,45,30,34
117,0,0,0,0,0,0,0,0,0,29,365,1,11,99,0,43,783,1,2,69,0,44,702,1,25,45,30,34
118,1,0,0,2,8,0,2,13,0,43,398,1,1,67,0,5,272,1,0,0,0,20,346,1,25,45,30,34
119,1,37,0,8,45,0,4,50,0,46,435,1,0,0,0,14,533,1,0,0,0,21,712,1,25,45,30,34
120,2,63,0,0,0,0,4,76,0,35,393,1,5,88,0,33,559,1,1,17,0,38,738,1,25,45,30,34
121,0,0,0,2,7,0,0,0,0,11,404,1,5,136,1,44,607,1,2,65,0,48,786,1,25,45,30,34
122,0,0,0,6,40,0,0,0,0,34,437,1,5,169,1,43,640,1,2,98,0,46,760,1,25,45,30,34
123,0,0,0,10,77,0,1,8,0,42,473,1,0,0,0,6,630,1,0,0,0,15,733,1,25,45,30,34
124,2,21,0,12,103,1,1,34,0,42,499,1,0,0,0,18,654,1,0,0,0,18,758,1,25,45,30,34
125,0,0,0,0,0,0,0,0,0,5,401,1,0,0,0,42,702,1,0,0,0,41,806,1,25,45,30,34
126,0,0,0,4,23,0,0,0,0,16,431,1,0,0,0,42,735,1,2,13,0,42,839,1,25,45,30,34
127,1,7,0,6,60,0,4,13,0,37,468,1,0,0,0,0,0,0,2,50,0,5,543,1,25,45,30,34
128,3,33,0,8,86,0,7,39,0,42,494,1,0,0,0,10,685,1,0,0,0,8,710,1,25,45,30,34
129,5,81,0,0,0,0,9,87,0,0,0,0,2,3,0,36,733,1,2,12,0,39,758,1,25,45,30,34
130,0,0,0,1,1,0,0,0,0,6,297,1,5,28,0,43,758,1,3,37,0,43,783,1,41,23,28,37
131,0,0,0,4,41,0,0,0,0,17,430,1,5,68,0,43,798,1,6,77,0,49,823,1,41,23,28,37
132,2,31,0,7,83,0,5,40,0,35,472,1,0,0,0,1,631,1,5,119,1,16,674,1,41,23,28,37
133,5,57,0,10,109,1,8,66,0,41,498,1,0,0,0,15,656,1,0,0,0,12,722,1,41,23,28,37
134,6,88,0,0,0,0,9,97,0,0,243,1,2,4,0,35,687,1,0,0,0,25,753,1,41,23,28,37
135,0,0,0,6,24,0,0,0,0,11,410,1,3,44,0,45,727,1,1,4,0,42,793,1,41,23,28,37
136,1,4,0,8,66,0,1,38,0,34,451,1,1,81,0,33,750,1,1,46,0,30,722,1,41,23,28,37
137,2,30,0,9,92,0,3,64,0,43,477,1,0,0,0,7,686,1,0,0,0,4,753,1,41,23,28,37
138,2,61,0,11,123,1,4,95,0,43,508,1,0,0,0,19,715,1,0,0,0,20,784,1,41,23,28,37
139,1,6,0,0,0,0,0,54,0,1,353,1,2,28,0,43,755,1,3,32,0,43,824,1,41,23,28,37
140,0,0,0,0,0,0,0,0,0,21,390,1,5,70,0,44,797,1,5,74,0,45,866,1,41,23,28,37
141,0,0,0,4,14,0,6,15,0,37,416,1,2,94,0,32,703,1,0,96,0,40,693,1,41,23,28,37
142,0,0,0,6,45,0,9,46,0,40,447,1,0,0,0,3,693,1,0,0,0,16,699,1,41,23,28,37
143,2,20,0,0,0,0,10,86,0,32,284,1,0,0,0,30,733,1,0,0,0,27,739,1,41,23,28,37
144,0,0,0,0,0,0,0,0,0,8,304,1,2,33,0,44,775,1,4,24,0,44,781,1,41,23,28,37
145,0,0,0,1,22,0,0,0,0,23,330,1,2,59,0,44,801,1,5,50,0,44,807,1,41,23,28,37
146,0,0,0,3,53,0,1,5,0,43,361,1,0,0,0,28,660,1,0,0,0,24,664,1,41,23,28,37
147,1,14,0,4,93,0,3,45,0,43,401,1,0,0,0,13,676,1,0,0,0,17,707,1,41,23,28,37
148,1,56,0,0,0,0,3,73,0,2,203,1,0,0,0,34,718,1,3,30,0,42,749,1,41,23,28,37
149,0,0,0,1,12,0,1,4,0,15,388,1,3,23,0,42,744,1,4,56,0,46,775,1,41,23,28,37
150,0,0,0,4,43,0,0,0,0,26,419,1,3,54,0,42,775,1,5,87,0,47,806,1,41,23,28,37
151,0,0,0,8,83,0,6,38,0,42,459,1,0,0,0,2,545,1,5,120,1,15,585,1,41,23,28,37
152,1,13,0,12,79,0,8,80,0,38,430,1,5,9,0,29,586,1,0,0,0,14,608,1,41,23,28,37
153,1,39,0,0,0,0,8,106,1,0,254,1,7,35,0,39,612,1,0,0,0,34,634,1,41,23,28,37
154,0,0,0,13,56,0,0,0,0,13,417,1,7,66,0,45,643,1,3,14,0,42,665,1,41,23,28,37
155,0,0,0,19,96,0,3,34,0,33,457,1,10,106,1,37,570,1,5,54,0,34,677,1,41,23,28,37
156,2,27,0,19,138,1,7,76,0,44,499,1,0,101,1,13,583,1,0,0,0,6,623,1,41,23,28,37
157,5,53,0,17,128,1,7,102,1,39,430,1,2,115,1,33,609,1,1,7,0,23,649,1,41,23,28,37
158,5,79,0,0,0,0,0,0,0,1,285,1,10,144,1,45,640,1,4,38,0,38,680,1,41,23,28,37
159,0,0,0,13,148,1,0,0,0,21,440,1,10,184,1,45,680,1,8,78,0,44,720,1,41,23,28,37
160,2,18,0,18,190,1,2,25,0,42,482,1,6,226,1,3,323,1,0,104,1,17,557,1,41,23,28,37
161,3,44,0,20,216,1,6,51,0,45,508,1,0,105,1,10,575,1,0,0,0,9,584,1,41,23,28,37
162,3,75,0,12,132,1,6,80,0,33,479,1,4,135,1,31,605,1,0,0,0,29,615,1,41,23,28,37
163,0,0,0,6,124,1,0,0,0,7,490,1,8,175,1,46,645,1,1,30,0,42,655,1,41,23,28,37
164,0,0,0,21,166,1,0,0,0,33,532,1,9,217,1,47,687,1,1,72,0,43,697,1,41,23,28,37
165,0,0,0,21,179,1,0,0,0,34,545,1,3,222,1,31,542,1,0,0,0,29,531,1,22,29,24,27
166,3,26,0,24,206,1,1,29,0,43,572,1,1,76,0,9,559,1,0,0,0,6,683,1,22,29,24,27
167,3,56,0,25,236,1,3,59,0,43,602,1,1,11,0,38,587,1,0,0,0,25,713,1,22,29,24,27
168,3,79,0,4,102,1,2,69,0,20,302,1,3,70,0,44,610,1,3,5,0,37,736,1,22,29,24,27
169,0,0,0,6,135,1,0,0,0,13,324,1,3,102,1,44,642,1,5,37,0,47,768,1,22,29,24,27
170,0,0,0,19,162,1,1,4,0,27,351,1,3,129,1,44,669,1,7,64,0,47,795,1,22,29,24,27
171,1,9,0,22,192,1,5,33,0,39,381,1,1,159,1,0,0,0,0,88,0,27,658,1,22,29,24,27
172,1,32,0,24,215,1,7,56,0,43,404,1,0,0,0,7,569,1,0,53,0,2,664,1,22,29,24,27
173,1,64,0,24,236,1,11,88,0,43,423,1,0,0,0,20,598,1,0,0,0,18,696,1,22,29,24,27
174,1,91,0,1,99,0,0,30,0,13,321,1,3,12,0,35,625,1,0,0,0,34,723,1,22,29,24,27
175,0,0,0,11,168,1,0,0,0,10,450,1,4,42,0,42,655,1,0,0,0,42,753,1,22,29,24,27
176,0,0,0,19,191,1,0,0,0,26,473,1,4,65,0,42,678,1,0,0,0,42,776,1,22,29,24,27
177,1,0,0,22,223,1,3,20,0,43,505,1,4,97,0,0,0,0,0,0,0,1,425,1,22,29,24,27
178,1,26,0,24,250,1,4,47,0,44,532,1,0,0,0,14,539,1,0,0,0,8,643,1,22,29,24,27
179,1,56,0,21,221,1,4,77,0,35,435,1,0,0,0,25,565,1,1,9,0,28,673,1,22,29,24,27
180,1,79,0,0,0,0,3,82,0,0,0,0,2,14,0,39,588,1,3,32,0,43,696,1,22,29,24,27
181,0,0,0,8,150,1,0,0,0,18,447,1,3,46,0,43,620,1,4,64,0,47,728,1,22,29,24,27
182,0,0,0,18,177,1,2,24,0,35,474,1,3,73,0,43,647,1,5,91,0,47,755,1,22,29,24,27
183,0,0,0,25,207,1,2,54,0,47,504,1,2,85,0,2,202,1,2,79,0,22,642,1,22,29,24,27
184,1,2,0,28,230,1,3,77,0,49,527,1,0,0,0,18,671,1,0,0,0,7,645,1,22,29,24,27
185,3,34,0,20,143,1,3,109,1,38,439,1,4,20,0,33,703,1,0,0,0,26,677,1,22,29,24,27
186,3,28,0,0,118,1,3,131,1,17,541,1,5,47,0,42,730,1,0,0,0,42,704,1,22,29,24,27
187,0,0,0,12,144,1,0,0,0,9,563,1,5,77,0,42,760,1,2,26,0,41,734,1,22,29,24,27
188,0,0,0,22,167,1,0,0,0,23,586,1,5,100,0,42,783,1,2,49,0,42,757,1,22,29,24,27
189,1,24,0,23,199,1,2,30,0,43,618,1,0,0,0,0,0,0,2,81,0,1,660,1,22,29,24,27
190,2,51,0,27,226,1,4,57,0,44,645,1,4,125,1,17,587,1,1,3,0,21,686,1,22,29,24,27
191,2,81,0,14,157,1,3,75,0,29,574,1,7,155,1,34,617,1,1,11,0,25,716,1,22,29,24,27
192,1,3,0,0,178,1,1,51,0,1,541,1,10,178,1,43,640,1,4,34,0,36,739,1,22,29,24,27
193,0,0,0,18,207,1,0,0,0,19,569,1,13,210,1,48,672,1,4,66,0,43,771,1,22,29,24,27
194,0,0,0,26,234,1,1,14,0,37,596,1,14,237,1,44,640,1,4,93,0,39,749,1,22,29,24,27
195,3,26,0,29,264,1,3,44,0,46,626,1,9,133,1,20,578,1,0,0,0,2,754,1,22,29,24,27
196,5,49,0,31,287,1,4,67,0,47,649,1,0,0,0,10,599,1,0,117,1,13,775,1,22,29,24,27
197,7,81,0,3,163,1,2,94,0,27,508,1,7,152,1,27,631,1,5,146,1,34,807,1,22,29,24,27
198,0,0,0,0,0,0,0,0,0,3,528,1,8,179,1,42,658,1,5,173,1,44,834,1,22,29,24,27
199,0,0,0,12,169,1,0,0,0,19,557,1,8,209,1,42,688,1,5,203,1,44,864,1,22,29,24,27
200,0,0,0,19,191,1,0,0,0,34,580,1,8,232,1,37,535,1,4,214,1,38,638,1,22,29,24,27
201,0,0,0,20,223,1,0,0,0,42,612,1,0,156,1,1,448,1,0,0,0,1,455,1,22,29,24,27
202,3,24,0,22,250,1,0,0,0,42,639,1,0,0,0,12,474,1,0,0,0,17,640,1,22,29,24,27
203,4,54,0,0,63,0,0,0,0,0,391,1,0,0,0,29,504,1,2,13,0,37,670,1,22,29,24,27
204,0,0,0,4,190,1,0,0,0,6,420,1,1,3,0,43,527,1,2,36,0,46,693,1,22,29,24,27
205,0,0,0,20,222,1,0,0,0,19,452,1,3,35,0,43,559,1,2,68,0,46,725,1,22,29,24,27
206,0,0,0,22,249,1,3,18,0,37,479,1,3,62,0,33,435,1,0,91,0,36,644,1,22,29,24,27
207,0,0,0,26,279,1,7,48,0,44,509,1,0,0,0,2,534,1,0,0,0,3,586,1,22,29,24,27
208,2,35,0,21,213,1,7,84,0,37,534,1,0,0,0,28,570,1,0,0,0,22,619,1,35,23,49,39
209,3,61,0,0,0,0,5,98,0,1,0,0,0,0,0,42,596,1,0,0,0,38,645,1,35,23,49,39
210,2,30,0,20,150,1,0,0,0,23,411,1,3,50,0,47,648,1,8,40,0,42,697,1,35,23,49,39
211,4,72,0,28,192,1,4,32,0,44,453,1,1,53,0,16,563,1,3,54,0,3,420,1,35,23,49,39
212,5,108,1,31,228,1,7,68,0,45,489,1,0,0,0,20,584,1,0,0,0,9,429,1,35,23,49,39
213,1,117,1,9,101,1,0,37,0,17,390,1,0,0,0,36,610,1,2,11,0,17,455,1,35,23,49,39
214,0,0,0,11,124,1,0,0,0,24,449,1,0,0,0,42,662,1,11,63,0,38,507,1,35,23,49,39
215,0,0,0,21,166,1,7,38,0,45,491,1,0,0,0,0,0,0,11,105,1,1,66,0,35,23,49,39
216,1,18,0,23,202,1,8,74,0,45,527,1,0,0,0,22,593,1,2,8,0,23,421,1,35,23,49,39
217,1,44,0,7,96,0,2,94,0,28,502,1,4,24,0,36,619,1,5,34,0,38,447,1,35,23,49,39
218,0,0,0,11,118,1,0,0,0,18,524,1,6,76,0,45,671,1,6,86,0,42,499,1,35,23,49,39
219,1,3,0,17,160,1,2,14,0,42,566,1,2,112,1,27,612,1,2,103,1,3,180,1,35,23,49,39
220,3,38,0,20,196,1,5,50,0,43,602,1,4,134,1,17,657,1,4,130,1,15,397,1,35,23,49,39
221,4,64,0,14,111,1,3,61,0,35,520,1,9,160,1,29,683,1,9,156,1,32,423,1,35,23,49,39
222,0,0,0,10,125,1,0,0,0,10,456,1,9,212,1,42,735,1,12,208,1,44,475,1,35,23,49,39
223,0,0,0,18,167,1,0,0,0,39,498,1,7,234,1,31,577,1,12,250,1,37,499,1,35,23,49,39
224,1,33,0,21,203,1,2,33,0,44,534,1,0,0,0,10,682,1,0,0,0,7,315,1,35,23,49,39
225,2,59,0,22,225,1,2,59,0,43,547,1,0,0,0,25,708,1,0,0,0,15,340,1,35,23,49,39
226,0,0,0,1,112,1,0,0,0,8,504,1,2,19,0,42,760,1,4,35,0,45,392,1,35,23,49,39
227,0,0,0,17,154,1,0,0,0,34,546,1,2,61,0,40,702,1,7,77,0,43,434,1,35,23,49,39
228,1,1,0,20,190,1,3,12,0,45,582,1,0,0,0,0,81,0,0,0,0,11,427,1,35,23,49,39
229,1,26,0,23,216,1,6,38,0,46,608,1,0,0,0,15,558,1,0,0,0,15,453,1,35,23,49,39
230,0,0,0,1,103,1,0,0,0,2,529,1,5,47,0,40,610,1,1,9,0,43,505,1,35,23,49,39
231,0,0,0,19,144,1,0,0,0,25,571,1,7,89,0,47,652,1,1,51,0,43,547,1,35,23,49,39
232,2,12,0,25,180,1,0,0,0,43,607,1,7,112,1,30,452,1,0,0,0,1,318,1,35,23,49,39
233,2,38,0,26,206,1,0,0,0,41,633,1,0,0,0,15,461,1,0,0,0,17,540,1,35,23,49,39
234,0,0,0,0,0,0,0,0,0,2,534,1,0,0,0,42,513,1,2,41,0,43,592,1,35,23,49,39
235,0,0,0,16,132,1,0,0,0,25,574,1,1,23,0,42,555,1,5,83,0,49,634,1,35,23,49,39
236,0,0,0,21,168,1,4,16,0,43,610,1,1,59,0,0,0,0,4,114,1,37,617,1,35,23,49,39
