,e1leftcar,e1leftwaiting,e1leftvalue,e1rightcar,e1rightwaiting,e1rightvalue,e2leftcar,e2leftwaiting,e2leftvalue,e2rightcar,e2rightwaiting,e2rightvalue,e3leftcar,e3leftwaiting,e3leftvalue,e3rightcar,e3rightwaiting,e3rightvalue,e4leftcar,e4leftwaiting,e4leftvalue,e4rightcar,e4rightwaiting,e4rightvalue,1_time,2_time,3_time,4_time
1697,4,37,0,42,701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1698,4,83,0,42,747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1699,4,104,1,30,475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1700,0,0,0,10,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1701,3,32,0,32,400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1702,8,65,0,38,446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1703,8,86,0,38,467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1704,8,125,1,27,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1705,1,129,1,11,485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1706,0,0,0,22,526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1707,0,0,0,26,547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1708,0,0,0,27,586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1709,0,0,0,27,623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1710,0,0,0,0,495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,34,43
1711,0,0,0,16,522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1712,0,0,0,16,571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1713,0,0,0,16,599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1714,0,0,0,5,397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1715,0,0,0,0,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1716,0,0,0,2,412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1717,0,0,0,2,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1718,0,0,0,2,491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,25,48
1720,0,0,0,3,15,0,0,0,0,0,0,0,2,37,0,5,26,0,3,14,0,2,40,0,42,34,51,55
1721,2,37,0,6,69,0,1,22,0,0,0,0,5,91,0,0,0,0,4,68,0,0,0,0,42,34,51,55
1722,4,95,0,12,127,1,3,80,0,4,49,0,0,0,0,6,31,0,0,0,0,0,0,0,42,34,51,55
1723,6,138,1,0,0,0,3,123,1,0,0,0,3,31,0,11,74,0,1,17,0,0,0,0,42,34,51,55
1724,0,0,0,1,17,0,0,0,0,1,8,0,8,68,0,15,111,1,1,54,0,6,52,0,42,34,51,55
1725,0,0,0,8,71,0,0,0,0,7,62,0,12,122,1,0,0,0,4,108,1,0,0,0,42,34,51,55
1726,1,36,0,10,129,1,4,50,0,10,120,1,0,0,0,10,47,0,0,0,0,1,4,0,42,34,51,55
1727,2,79,0,0,0,0,8,93,0,0,0,0,2,30,0,14,90,0,2,8,0,3,47,0,42,34,51,55
1728,0,0,0,0,0,0,0,0,0,5,16,0,4,67,0,18,127,1,6,45,0,6,84,0,42,34,51,55
1729,1,16,0,3,39,0,0,0,0,8,70,0,8,121,1,0,0,0,7,99,0,0,0,0,42,34,51,55
1730,4,73,0,7,97,0,3,56,0,12,128,1,0,0,0,11,45,0,0,0,0,0,0,0,42,34,51,55
1731,6,116,1,0,0,0,4,99,0,0,0,0,3,18,0,17,88,0,2,11,0,0,0,0,42,34,51,55
1732,0,0,0,0,0,0,0,0,0,0,0,0,4,55,0,19,125,1,3,48,0,0,0,0,42,34,51,55
1733,2,35,0,6,45,0,0,0,0,3,46,0,4,109,1,0,0,0,6,102,1,0,0,0,42,34,51,55
1734,4,93,0,8,103,1,2,55,0,8,104,1,0,0,0,1,31,0,0,0,0,6,36,0,42,34,51,55
1735,6,136,1,0,0,0,4,98,0,0,0,0,3,28,0,3,74,0,0,0,0,8,79,0,42,34,51,55
1736,0,0,0,2,15,0,0,0,0,0,0,0,5,65,0,4,111,1,1,0,0,10,116,1,42,34,51,55
1737,3,34,0,8,69,0,1,36,0,0,0,0,7,119,1,0,0,0,3,54,0,0,0,0,42,34,51,55
1738,7,92,0,13,127,1,3,94,0,3,19,0,0,0,0,0,0,0,0,0,0,1,21,0,42,34,51,55
1739,9,135,1,0,0,0,4,137,1,0,0,0,1,16,0,3,25,0,1,22,0,2,64,0,42,34,51,55
1740,0,0,0,4,12,0,0,0,0,2,10,0,5,53,0,4,62,0,1,59,0,6,101,1,42,34,51,55
1741,1,12,0,9,66,0,1,31,0,7,64,0,7,107,1,0,0,0,4,113,1,0,0,0,42,34,51,55
1742,1,70,0,12,124,1,5,89,0,11,122,1,0,0,0,1,30,0,0,0,0,3,12,0,42,34,51,55
1743,3,113,1,0,0,0,7,132,1,0,0,0,0,0,0,5,73,0,1,1,0,4,54,0,42,34,51,55
1744,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,5,112,1,1,40,0,6,93,0,32,46,21,36
1745,0,0,0,0,0,0,0,0,0,1,11,0,1,36,0,0,0,0,1,64,0,0,0,0,32,46,21,36
1746,0,0,0,1,3,0,0,0,0,3,50,0,2,75,0,0,0,0,1,103,1,0,0,0,32,46,21,36
1747,1,25,0,6,36,0,1,10,0,8,83,0,0,0,0,2,9,0,0,0,0,1,9,0,32,46,21,36
1748,3,74,0,0,0,0,1,59,0,0,0,0,0,0,0,6,58,0,0,0,0,6,58,0,32,46,21,36
1749,4,98,0,0,0,0,1,83,0,0,0,0,1,5,0,7,82,0,1,11,0,9,82,0,32,46,21,36
1750,0,0,0,5,25,0,0,0,0,4,27,0,2,43,0,10,117,1,1,50,0,13,110,1,32,46,21,36
1751,1,7,0,11,58,0,1,21,0,9,60,0,2,76,0,0,0,0,3,83,0,0,0,0,32,46,21,36
1752,7,56,0,15,107,1,5,70,0,15,109,1,0,0,0,0,0,0,0,0,0,0,0,0,32,46,21,36
1753,8,80,0,17,131,1,5,94,0,20,133,1,0,0,0,2,19,0,0,0,0,0,0,0,32,46,21,36
1754,8,119,1,0,0,0,6,133,1,0,0,0,2,19,0,4,58,0,3,22,0,3,32,0,32,46,21,36
1755,0,0,0,6,26,0,0,0,0,7,38,0,3,52,0,7,91,0,6,55,0,5,65,0,32,46,21,36
1756,0,0,0,10,75,0,0,0,0,14,87,0,4,101,1,0,0,0,8,104,1,0,0,0,32,46,21,36
1757,2,16,0,11,99,0,0,0,0,15,111,1,1,9,0,0,0,0,4,99,0,0,0,0,32,46,21,36
1758,3,55,0,12,138,1,1,30,0,19,150,1,0,0,0,2,34,0,0,0,0,5,31,0,32,46,21,36
1759,4,88,0,0,0,0,4,63,0,3,62,0,1,0,0,4,67,0,1,2,0,8,64,0,32,46,21,36
1760,0,0,0,1,14,0,0,0,0,7,61,0,2,49,0,6,116,1,6,51,0,13,113,1,32,46,21,36
1761,0,0,0,5,38,0,1,2,0,11,85,0,2,73,0,0,0,0,8,75,0,5,69,0,32,46,21,36
1762,1,36,0,10,77,0,3,41,0,14,124,1,3,112,1,0,0,0,9,114,1,0,0,0,32,46,21,36
1763,3,69,0,14,110,1,6,74,0,19,157,1,0,0,0,0,0,0,0,0,0,1,9,0,32,46,21,36
1764,3,118,1,0,24,0,7,123,1,7,74,0,0,0,0,4,44,0,0,0,0,5,58,0,32,46,21,36
1765,3,142,1,0,0,0,8,147,1,0,0,0,1,2,0,7,68,0,2,15,0,5,82,0,32,46,21,36
1766,0,0,0,8,50,0,0,0,0,12,101,1,2,41,0,11,107,1,3,54,0,7,121,1,32,46,21,36
1767,2,18,0,9,83,0,2,22,0,14,134,1,3,74,0,0,0,0,3,87,0,0,0,0,32,46,21,36
1768,3,67,0,14,132,1,6,71,0,17,183,1,0,0,0,2,15,0,0,0,0,1,6,0,32,46,21,36
1769,4,91,0,17,156,1,6,95,0,18,207,1,0,0,0,6,39,0,0,0,0,1,30,0,32,46,21,36
1770,5,130,1,0,0,0,8,134,1,0,0,0,1,13,0,10,78,0,0,0,0,6,69,0,32,46,21,36
1771,0,0,0,4,38,0,0,0,0,6,49,0,1,46,0,13,111,1,3,27,0,8,102,1,32,46,21,36
1772,1,3,0,8,86,0,1,27,0,13,98,0,1,95,0,0,0,0,4,76,0,0,0,0,32,46,21,36
1773,1,27,0,10,110,1,3,51,0,16,122,1,0,0,0,0,0,0,5,77,0,0,0,0,32,46,21,36
1774,5,66,0,13,149,1,4,90,0,20,161,1,0,0,0,3,24,0,0,0,0,3,26,0,32,46,21,36
1775,6,99,0,1,23,0,4,123,1,7,79,0,0,0,0,7,57,0,1,11,0,7,59,0,32,46,21,36
1776,0,0,0,4,20,0,0,0,0,3,21,0,0,0,0,11,106,1,4,60,0,12,108,1,32,46,21,36
1777,1,6,0,10,74,0,1,10,0,10,75,0,3,36,0,0,0,0,6,114,1,0,0,0,42,38,49,49
1778,3,58,0,16,126,1,1,62,0,13,127,1,0,0,0,0,0,0,0,0,0,6,27,0,42,38,49,49
1779,5,101,1,0,18,0,3,105,1,0,11,0,2,7,0,1,11,0,1,8,0,12,70,0,42,38,49,49
1780,0,0,0,5,35,0,0,0,0,3,11,0,2,48,0,4,52,0,2,49,0,13,111,1,42,38,49,49
1781,0,0,0,9,87,0,0,0,0,9,63,0,4,100,0,0,0,0,3,101,1,0,0,0,42,38,49,49
1782,2,27,0,16,139,1,1,43,0,16,115,1,0,0,0,0,0,0,0,0,0,3,16,0,42,38,49,49
1783,5,70,0,3,62,0,5,86,0,6,75,0,2,9,0,0,0,0,1,2,0,7,59,0,42,38,49,49
1784,0,0,0,0,0,0,0,0,0,1,34,0,5,50,0,0,0,0,2,43,0,9,100,0,42,38,49,49
1785,0,0,0,3,44,0,0,0,0,17,86,0,9,102,1,0,0,0,3,95,0,0,0,0,42,38,49,49
1786,1,22,0,8,96,0,1,10,0,21,138,1,0,0,0,1,0,0,0,0,0,0,0,0,42,38,49,49
1787,2,65,0,7,41,0,4,53,0,17,136,1,1,1,0,6,42,0,0,0,0,2,21,0,42,38,49,49
1788,3,14,0,0,0,0,3,33,0,0,0,0,3,42,0,8,83,0,0,0,0,3,62,0,42,38,49,49
1789,0,0,0,4,40,0,2,8,0,13,96,0,6,94,0,0,0,0,4,47,0,0,0,0,42,38,49,49
1790,2,33,0,6,92,0,4,60,0,17,148,1,0,0,0,0,0,0,0,0,0,0,0,0,42,38,49,49
1791,2,76,0,7,108,1,6,103,1,19,159,1,0,0,0,5,35,0,0,0,0,0,0,0,42,38,49,49
1792,5,117,1,0,0,0,6,144,1,0,0,0,5,35,0,6,76,0,1,19,0,2,18,0,42,38,49,49
1793,0,0,0,3,25,0,0,0,0,7,109,1,8,87,0,0,0,0,4,71,0,0,0,0,42,38,49,49
1794,1,21,0,7,77,0,4,40,0,12,161,1,0,0,0,1,1,0,0,0,0,0,0,0,42,38,49,49
1795,1,64,0,11,120,1,7,83,0,15,204,1,0,0,0,2,44,0,0,0,0,3,29,0,42,38,49,49
1796,1,105,1,0,0,0,8,124,1,0,0,0,1,29,0,3,85,0,2,20,0,7,70,0,42,38,49,49
1797,0,0,0,1,19,0,0,0,0,4,38,0,3,81,0,3,24,0,5,72,0,5,29,0,42,38,49,49
1798,1,29,0,8,71,0,4,41,0,7,90,0,3,27,0,0,0,0,2,50,0,0,0,0,42,38,49,49
1799,2,72,0,14,114,1,7,84,0,9,133,1,0,0,0,3,18,0,0,0,0,1,0,0,42,38,49,49
1800,4,113,1,0,0,0,8,125,1,0,0,0,1,21,0,7,59,0,2,24,0,3,41,0,42,38,49,49
1801,0,0,0,5,31,0,0,0,0,0,0,0,7,73,0,8,106,1,6,76,0,3,82,0,42,38,49,49
1802,0,0,0,7,60,0,1,18,0,3,28,0,8,102,1,0,0,0,7,105,1,0,0,0,33,46,30,46
1803,1,6,0,12,94,0,1,52,0,4,62,0,0,8,0,0,0,0,0,0,0,0,0,0,33,46,30,46
1804,1,55,0,12,141,1,5,101,1,9,107,1,0,0,0,3,46,0,0,0,0,3,46,0,33,46,30,46
1805,1,88,0,0,0,0,8,134,1,0,0,0,0,0,0,5,79,0,3,26,0,7,79,0,33,46,30,46
1806,0,0,0,4,31,0,0,0,0,2,23,0,1,6,0,7,124,1,7,75,0,9,112,1,33,46,30,46
1807,0,0,0,5,65,0,1,27,0,5,57,0,2,40,0,0,0,0,8,109,1,0,0,0,33,46,30,46
1808,1,29,0,11,114,1,2,76,0,10,106,1,0,0,0,0,0,0,0,0,0,1,22,0,33,46,30,46
1809,1,62,0,8,95,0,4,109,1,8,81,0,0,0,0,2,20,0,0,0,0,3,55,0,33,46,30,46
1810,0,0,0,1,3,0,0,0,0,1,5,0,1,10,0,7,69,0,1,8,0,6,104,1,33,46,30,46
1811,0,0,0,5,37,0,1,0,0,3,39,0,1,44,0,4,37,0,2,42,0,2,25,0,33,46,30,46
1812,0,0,0,8,86,0,2,49,0,6,88,0,2,48,0,0,0,0,1,76,0,0,0,0,33,46,30,46
1813,0,0,0,10,119,1,3,82,0,11,120,1,0,0,0,2,2,0,0,0,0,3,16,0,33,46,30,46
1814,7,48,0,0,0,0,4,131,1,0,0,0,2,13,0,7,51,0,1,12,0,5,65,0,33,46,30,46
1815,0,0,0,1,6,0,0,0,0,0,0,0,4,47,0,10,85,0,3,46,0,7,99,0,33,46,30,46
1816,2,19,0,5,55,0,1,12,0,6,45,0,8,96,0,0,0,0,6,95,0,0,0,0,33,46,30,46
1817,6,52,0,7,88,0,3,45,0,8,78,0,3,75,0,0,0,0,1,33,0,0,0,0,33,46,30,46
1818,9,101,1,13,137,1,5,94,0,15,127,1,0,0,0,3,44,0,0,0,0,0,0,0,33,46,30,46
1819,9,135,1,0,0,0,7,128,1,0,0,0,0,0,0,4,78,0,1,21,0,3,27,0,33,46,30,46
1820,0,0,0,0,0,0,0,0,0,8,42,0,0,0,0,12,127,1,5,70,0,9,76,0,33,46,30,46
1821,1,17,0,0,0,0,0,0,0,11,75,0,0,0,0,0,0,0,8,103,1,0,0,0,33,46,30,46
1822,1,66,0,5,37,0,0,0,0,15,124,1,0,0,0,0,0,0,0,0,0,2,21,0,33,46,30,46
1823,1,100,0,8,65,0,1,7,0,16,149,1,0,0,0,1,26,0,0,0,0,6,55,0,33,46,30,46
1824,0,0,0,0,0,0,1,0,0,1,48,0,2,40,0,6,75,0,1,37,0,7,104,1,33,46,30,46
1825,0,0,0,1,3,0,0,0,0,7,81,0,4,73,0,8,79,0,3,70,0,10,122,1,33,46,30,46
1826,2,32,0,4,52,0,1,17,0,12,130,1,5,122,1,0,0,0,3,119,1,0,0,0,33,46,30,46
1827,4,66,0,9,86,0,2,51,0,14,164,1,0,0,0,3,21,0,0,0,0,4,21,0,33,46,30,46
1828,5,115,1,0,0,0,6,100,0,0,0,0,0,0,0,6,70,0,0,0,0,9,70,0,33,46,30,46
1829,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,10,103,1,0,0,0,12,103,1,33,46,30,46
1830,1,16,0,0,0,0,0,0,0,3,48,0,5,78,0,0,0,0,4,43,0,0,0,0,33,46,30,46
1831,2,50,0,2,6,0,0,0,0,4,82,0,5,80,0,0,0,0,3,73,0,0,0,0,33,46,30,46
1832,3,60,0,2,16,0,1,3,0,3,92,0,0,0,0,1,1,0,0,0,0,1,4,0,43,32,45,36
1833,6,95,0,6,51,0,1,38,0,8,127,1,0,0,0,4,35,0,0,0,0,4,39,0,43,32,45,36
1834,10,143,1,0,0,0,2,86,0,0,0,0,1,4,0,6,83,0,2,20,0,11,87,0,43,32,45,36
1835,0,0,0,3,23,0,0,0,0,1,9,0,5,43,0,8,122,1,3,59,0,13,126,1,43,32,45,36
1836,1,25,0,10,67,0,3,28,0,6,53,0,7,87,0,0,0,0,8,103,1,0,0,0,43,32,45,36
1837,2,60,0,12,102,1,3,63,0,11,88,0,0,0,0,0,0,0,0,0,0,1,8,0,43,32,45,36
1838,4,108,1,6,107,1,5,111,1,9,70,0,0,0,0,4,14,0,0,0,0,6,56,0,43,32,45,36
1839,3,48,0,0,0,0,3,124,1,0,0,0,1,26,0,5,53,0,0,0,0,8,95,0,43,32,45,36
1840,1,0,0,4,34,0,0,0,0,5,41,0,2,70,0,0,0,0,2,39,0,3,31,0,43,32,45,36
1841,3,35,0,7,69,0,3,27,0,7,76,0,4,105,1,0,0,0,2,74,0,0,0,0,43,32,45,36
1842,6,83,0,12,117,1,5,75,0,11,124,1,0,0,0,0,0,0,0,0,0,2,12,0,43,32,45,36
1843,8,122,1,0,0,0,9,114,1,0,0,0,0,0,0,5,35,0,1,7,0,3,51,0,43,32,45,36
1844,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,8,79,0,4,51,0,7,95,0,43,32,45,36
1845,1,9,0,2,19,0,1,6,0,5,46,0,0,0,0,0,0,0,6,86,0,0,0,0,43,32,45,36
1846,3,57,0,6,67,0,3,54,0,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,45,36
1847,5,96,0,8,106,1,6,92,0,14,133,1,0,0,0,3,12,0,0,0,0,0,0,0,43,32,45,36
1848,7,140,1,0,0,0,8,136,1,0,0,0,1,16,0,4,56,0,1,1,0,1,20,0,43,32,45,36
1849,0,0,0,1,3,0,0,0,0,9,44,0,3,51,0,8,91,0,3,36,0,5,55,0,43,32,45,36
1850,1,20,0,5,51,0,3,29,0,14,92,0,3,99,0,0,0,0,8,84,0,0,0,0,43,32,45,36
1851,1,59,0,9,90,0,3,68,0,19,131,1,0,0,0,1,0,0,0,0,0,0,0,0,43,32,45,36
1852,4,103,1,7,77,0,3,112,1,15,140,1,0,0,0,8,44,0,0,0,0,4,28,0,43,32,45,36
1853,7,138,1,0,0,0,4,147,1,0,0,0,3,28,0,10,79,0,3,34,0,5,63,0,43,32,45,36
1854,0,0,0,6,42,0,1,2,0,11,108,1,6,76,0,4,82,0,6,82,0,2,18,0,43,32,45,36
1855,1,34,0,12,81,0,1,41,0,14,147,1,6,115,1,0,0,0,8,121,1,0,0,0,43,32,45,36
1856,3,78,0,16,125,1,3,85,0,17,191,1,0,0,0,4,25,0,0,0,0,5,18,0,43,32,45,36
1857,5,113,1,4,77,0,5,120,1,5,94,0,0,0,0,7,59,0,0,0,0,7,53,0,43,32,45,36
1858,0,0,0,5,48,0,0,0,0,4,87,0,0,0,0,13,107,1,4,37,0,9,101,1,43,32,45,36
1859,0,0,0,7,87,0,0,0,0,7,126,1,2,21,0,0,0,0,5,76,0,0,0,0,43,32,45,36
1860,2,22,0,12,131,1,2,37,0,10,170,1,0,0,0,0,0,0,0,0,0,0,0,0,43,32,45,36
1861,2,61,0,15,170,1,2,76,0,11,209,1,0,0,0,0,0,0,0,0,0,5,23,0,22,34,20,34
1862,4,98,0,0,0,0,2,113,1,0,0,0,1,4,0,3,31,0,0,0,0,6,60,0,22,34,20,34
1863,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,5,54,0,1,14,0,7,83,0,22,34,20,34
1864,0,0,0,3,24,0,0,0,0,4,16,0,3,64,0,7,35,0,2,51,0,4,95,0,22,34,20,34
1865,0,0,0,6,47,0,1,21,0,8,39,0,3,87,0,0,0,0,5,74,0,0,0,0,22,34,20,34
1866,3,35,0,9,84,0,3,58,0,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,20,34
1867,3,58,0,11,107,1,4,81,0,16,99,0,0,0,0,2,4,0,0,0,0,1,9,0,22,34,20,34
1868,6,95,0,1,35,0,4,118,1,12,55,0,0,0,0,8,41,0,0,0,0,3,46,0,22,34,20,34
1869,9,118,1,0,0,0,4,141,1,0,0,0,1,2,0,9,64,0,0,0,0,3,69,0,22,34,20,34
1870,0,0,0,4,22,0,0,0,0,12,62,0,3,39,0,13,101,1,0,0,0,4,106,1,22,34,20,34
1871,1,2,0,7,45,0,1,7,0,18,85,0,6,62,0,2,39,0,0,0,0,0,0,0,22,34,20,34
1872,3,39,0,9,82,0,5,44,0,23,122,1,7,99,0,0,0,0,1,25,0,0,0,0,22,34,20,34
1873,3,62,0,11,105,1,5,67,0,27,145,1,0,0,0,2,7,0,0,0,0,2,10,0,22,34,20,34
1874,4,99,0,15,142,1,8,104,1,28,182,1,0,0,0,5,44,0,0,0,0,3,46,0,22,34,20,34
1875,4,122,1,0,0,0,8,127,1,0,130,1,0,0,0,6,67,0,1,0,0,4,69,0,22,34,20,34
1876,0,0,0,1,3,0,0,0,0,3,139,1,0,0,0,8,104,1,2,36,0,8,106,1,22,34,20,34
1877,0,0,0,2,25,0,0,0,0,14,162,1,2,14,0,9,127,1,3,59,0,8,129,1,22,34,20,34
1878,4,29,0,6,62,0,5,31,0,17,199,1,2,51,0,0,0,0,7,96,0,0,0,0,22,34,20,34
1879,6,52,0,7,85,0,6,54,0,17,222,1,0,0,0,0,0,0,3,37,0,0,0,0,22,34,20,34
1880,6,89,0,11,122,1,6,91,0,20,259,1,0,0,0,4,20,0,0,0,0,1,2,0,22,34,20,34
1881,6,112,1,3,51,0,10,114,1,13,215,1,0,0,0,6,43,0,0,0,0,4,24,0,22,34,20,34
1882,8,149,1,0,0,0,11,151,1,0,0,0,2,9,0,10,80,0,0,0,0,6,61,0,22,34,20,34
1883,0,0,0,0,0,0,0,0,0,9,78,0,4,32,0,12,103,1,2,7,0,8,84,0,22,34,20,34
1884,0,0,0,0,0,0,1,13,0,11,115,1,4,69,0,0,0,0,2,44,0,0,0,0,22,34,20,34
1885,0,0,0,1,3,0,3,36,0,13,138,1,6,92,0,0,0,0,4,67,0,0,0,0,22,34,20,34
1886,1,31,0,5,40,0,4,73,0,14,175,1,0,0,0,3,17,0,0,0,0,0,0,0,22,34,20,34
1887,4,54,0,7,63,0,4,96,0,17,198,1,0,0,0,5,40,0,0,0,0,1,3,0,22,34,20,34
1888,7,91,0,0,0,0,5,133,1,0,0,0,2,21,0,8,77,0,0,0,0,5,40,0,22,34,20,34
1889,0,3,0,0,0,0,0,0,0,2,27,0,3,44,0,8,100,0,1,9,0,7,63,0,22,34,20,34
1890,1,0,0,1,15,0,0,0,0,16,64,0,4,81,0,3,21,0,2,46,0,3,23,0,22,34,20,34
1891,1,23,0,1,38,0,1,3,0,17,86,0,4,104,1,0,0,0,2,69,0,0,0,0,22,34,20,34
1892,3,60,0,8,75,0,2,40,0,22,123,1,0,0,0,1,9,0,0,0,0,0,0,0,22,34,20,34
1893,4,83,0,11,98,0,4,63,0,25,146,1,0,0,0,3,32,0,0,0,0,0,0,0,22,34,20,34
1894,5,120,1,0,11,0,5,100,0,0,0,0,0,0,0,5,69,0,3,13,0,4,34,0,22,34,20,34
1895,8,143,1,0,0,0,6,123,1,0,0,0,2,6,0,6,92,0,4,36,0,7,57,0,22,34,20,34
1896,0,0,0,5,25,0,0,0,0,13,143,1,2,42,0,10,129,1,5,73,0,9,94,0,22,34,20,34
1897,0,0,0,9,48,0,2,5,0,21,166,1,4,65,0,0,0,0,5,96,0,0,0,0,22,34,20,34
1898,1,35,0,11,85,0,4,42,0,24,203,1,6,98,0,0,0,0,4,128,1,0,0,0,22,34,20,34
1899,3,58,0,12,108,1,5,65,0,28,226,1,0,0,0,0,0,0,0,0,0,0,0,0,22,34,20,34
1900,4,95,0,12,129,1,6,102,1,27,263,1,0,0,0,2,16,0,0,0,0,1,0,0,22,34,20,34
1901,6,114,1,0,0,0,6,121,1,1,120,1,0,0,0,4,35,0,1,5,0,4,18,0,29,46,40,29
1902,0,0,0,3,14,0,0,0,0,0,128,1,0,0,0,8,78,0,1,48,0,7,61,0,29,46,40,29
1903,0,0,0,6,46,0,2,8,0,18,156,1,3,31,0,0,0,0,1,80,0,0,0,0,29,46,40,29
1904,0,0,0,8,76,0,3,38,0,27,186,1,6,61,0,0,0,0,1,110,1,0,0,0,29,46,40,29
1905,1,36,0,14,125,1,5,87,0,34,235,1,0,0,0,0,0,0,0,0,0,2,10,0,29,46,40,29
1906,4,79,0,0,0,0,5,130,1,0,0,0,0,0,0,7,40,0,1,17,0,4,53,0,29,46,40,29
1907,0,0,0,2,13,0,0,0,0,3,121,1,2,22,0,10,72,0,2,49,0,5,85,0,29,46,40,29
1908,0,0,0,11,42,0,2,10,0,23,151,1,4,52,0,5,68,0,2,79,0,4,47,0,29,46,40,29
1909,6,39,0,14,91,0,3,59,0,30,200,1,5,101,1,0,0,0,6,128,1,0,0,0,29,46,40,29
1910,9,82,0,17,134,1,4,102,1,36,243,1,0,0,0,2,27,0,0,0,0,2,12,0,29,46,40,29
1911,11,114,1,1,72,0,4,134,1,20,248,1,0,0,0,3,59,0,2,5,0,6,44,0,29,46,40,29
1912,10,134,1,0,0,0,0,0,0,0,124,1,0,0,0,7,89,0,3,35,0,8,74,0,29,46,40,29
1913,0,0,0,8,65,0,2,10,0,26,267,1,4,43,0,0,0,0,4,84,0,0,0,0,29,46,40,29
1914,1,3,0,12,108,1,2,53,0,29,310,1,2,64,0,0,0,0,3,87,0,0,0,0,29,46,40,29
1915,5,35,0,15,140,1,2,85,0,34,342,1,0,0,0,1,24,0,0,0,0,1,7,0,29,46,40,29
1916,6,65,0,11,113,1,2,115,1,28,294,1,0,0,0,3,54,0,0,0,0,1,37,0,29,46,40,29
1917,0,0,0,1,1,0,0,0,0,0,0,0,4,39,0,4,103,1,1,21,0,5,86,0,29,46,40,29
1918,0,0,0,11,43,0,0,0,0,22,286,1,5,82,0,0,0,0,2,64,0,0,0,0,29,46,40,29
1919,0,0,0,14,75,0,0,0,0,25,318,1,7,114,1,0,0,0,5,96,0,0,0,0,29,46,40,29
1920,1,5,0,19,105,1,1,24,0,29,348,1,0,0,0,0,0,0,0,0,0,0,0,0,29,46,40,29
1921,3,54,0,9,76,0,3,73,0,16,188,1,1,7,0,1,14,0,0,0,0,2,6,0,29,46,40,29
1922,0,0,0,3,69,0,0,0,0,4,198,1,3,50,0,3,57,0,2,41,0,6,49,0,29,46,40,29
1923,0,0,0,13,101,1,1,4,0,16,230,1,5,82,0,0,0,0,5,73,0,0,0,0,29,46,40,29
1924,0,0,0,17,131,1,2,34,0,20,260,1,5,112,1,0,0,0,5,103,1,0,0,0,29,46,40,29
1925,1,26,0,24,180,1,4,83,0,25,309,1,0,0,0,1,3,0,0,0,0,4,27,0,29,46,40,29
1926,3,69,0,2,92,0,7,126,1,4,146,1,1,5,0,5,45,0,0,0,0,9,70,0,29,46,40,29
1927,0,0,0,1,96,0,1,61,0,2,152,1,5,37,0,8,77,0,2,30,0,14,102,1,29,46,40,29
1928,0,0,0,14,126,1,0,0,0,13,182,1,5,67,0,12,107,1,4,60,0,18,132,1,29,46,40,29
1929,2,26,0,15,175,1,0,0,0,19,231,1,6,116,1,0,0,0,8,109,1,0,0,0,29,46,40,29
